ZIP CODE,PPSQ SCORE
0,0.8700564971751412
10001,0.11864406779661019
10002,0.14689265536723162
10003,0.07909604519774016
10004,0.44067796610169496
10005,0.24858757062146897
10006,0.10169491525423724
10007,0.728813559322034
10009,0.09039548022598876
10010,0.943502824858757
10011,0.016949152542372836
10012,0.02259887005649719
10013,0.062146892655367214
10014,0.04519774011299438
10016,0.096045197740113
10017,0.327683615819209
10018,0.13559322033898302
10019,0.12994350282485878
10021,0.011299435028248594
10022,0.07344632768361581
10023,0.0
10024,0.0847457627118644
10025,0.20903954802259883
10026,0.34463276836158196
10027,0.28248587570621464
10028,0.02824858757062143
10029,0.45197740112994356
10030,0.2033898305084746
10031,0.5480225988700564
10032,0.655367231638418
10033,0.4915254237288136
10034,0.536723163841808
10035,0.2994350282485876
10036,0.05649717514124297
10037,0.5141242937853108
10038,0.03389830508474578
10039,0.18644067796610164
10040,0.711864406779661
10065,0.005649717514124242
10069,0.17514124293785316
10075,0.05084745762711862
10128,0.06779661016949157
10301,0.8135593220338984
10302,0.8870056497175142
10303,0.9152542372881356
10304,0.7344632768361582
10305,0.6836158192090396
10306,0.5932203389830508
10307,0.807909604519774
10308,0.6271186440677966
10309,0.7457627118644068
10310,0.8192090395480226
10312,0.672316384180791
10314,0.6384180790960452
10451,0.48587570621468923
10452,0.9717514124293786
10453,0.96045197740113
10454,0.9774011299435028
10455,0.7796610169491526
10456,0.9548022598870056
10457,0.9322033898305084
10458,0.768361581920904
10459,0.8022598870056497
10460,0.9830508474576272
10461,0.8418079096045198
10462,0.864406779661017
10463,0.8531073446327684
10464,0.847457627118644
10465,0.8305084745762712
10466,0.9096045197740112
10467,0.9661016949152542
10468,0.8926553672316384
10469,0.8587570621468926
10470,0.9209039548022598
10471,0.5819209039548023
10472,0.903954802259887
10473,0.9887005649717514
10474,0.8248587570621468
10475,0.8813559322033898
11001,0.42937853107344637
11004,0.3954802259887006
11040,0.3615819209039548
11101,0.3502824858757062
11102,0.2655367231638418
11103,0.4180790960451978
11104,0.35593220338983056
11105,0.192090395480226
11106,0.27118644067796616
11201,0.15254237288135597
11203,0.8361581920903955
11204,0.33333333333333337
11205,0.1807909604519774
11206,0.5254237288135593
11207,0.751412429378531
11208,0.7740112994350282
11209,0.36723163841807904
11210,0.3728813559322034
11211,0.14124293785310738
11212,0.7570621468926554
11213,0.6045197740112994
11214,0.9265536723163842
11215,0.10734463276836159
11216,0.37853107344632764
11217,0.16384180790960456
11218,0.384180790960452
11219,0.519774011299435
11220,0.38983050847457623
11221,0.4689265536723164
11222,0.22033898305084743
11223,0.29378531073446323
11224,0.7853107344632768
11225,0.4067796610169492
11226,0.6666666666666667
11228,0.2768361581920904
11229,0.5028248587570621
11230,0.4011299435028248
11231,0.11299435028248583
11232,0.22598870056497178
11233,0.5649717514124294
11234,0.5536723163841808
11235,0.46327683615819204
11236,0.9378531073446328
11237,0.7401129943502824
11238,0.2542372881355932
11239,0.12429378531073443
11249,0.039548022598870025
11354,0.288135593220339
11355,0.4124293785310734
11356,0.5084745762711864
11357,0.23728813559322037
11358,0.19774011299435024
11360,0.3220338983050848
11361,0.30508474576271183
11362,0.3107344632768362
11363,0.3163841807909604
11364,0.24293785310734461
11365,0.23163841807909602
11366,0.3389830508474576
11367,0.25988700564971756
11368,0.5310734463276836
11369,0.4576271186440678
11370,0.4350282485875706
11372,0.1581920903954802
11373,0.4971751412429378
11374,0.21468926553672318
11375,0.1694915254237288
11377,0.47457627118644063
11378,0.5706214689265536
11379,0.423728813559322
11385,0.5875706214689266
11411,0.6440677966101696
11412,0.7175141242937852
11413,0.6949152542372881
11414,0.7062146892655368
11415,0.7909604519774012
11416,0.7627118644067796
11417,0.576271186440678
11418,0.6610169491525424
11419,0.6214689265536724
11420,0.5423728813559322
11421,0.615819209039548
11422,0.6779661016949152
11423,0.5988700564971752
11426,0.4463276836158192
11427,0.480225988700565
11428,0.7005649717514124
11429,0.7231638418079096
11430,0.9943502824858758
11432,0.5593220338983051
11433,0.7966101694915254
11434,0.6892655367231638
11435,0.6101694915254237
11436,0.6327683615819208
11691,0.9491525423728814
11692,0.8983050847457628
11693,0.8757062146892656
11694,0.6497175141242938
